image,output 0,output 1,timestamp
.gradio\flagged\image\e27f4d534da1f6bae01f\img1.png,.gradio\flagged\output 0\77754cc2a8e02a690af9\image.webp,"{""store_name"": ""c\u00f4 H\u00e0NG."", ""date"": """", ""items"": [""c\u00f4 H\u00e0NG."", ""08715282017."", ""mm \u00ec .\u201cH\u1ed2A \u0110\u01a0N B\u1ea2N H\u00c0NG\u201d \u201d"", ""227082020-10604 1 1..."", ""+ Ph\u1ea7n m\u1ec1m B\u00e1n H\u00e0ng. .....L n\u1ed5"", ""Nguy\u1ec5n Th\u1ecb Nh\u1ecb \u201c0936456103..."", ""\u201e h\u00f4n \u0110\u1ea1i D\u1eca Tr\u1ea1ch, Ho\u00e0i D\u1eeba,"", ""\u201cX\u00e3 D\u1eca Tr\u1ea1ch, Huy\u1ec7n Ho\u00e0i \u0110\u1ee9"", ""Ph\u00cf giao h\u1eb1ng."", ""\u0168"", ""H\u01afU"", ""L\u00f4 v7 935000 .\u00c8\u201d"", ""\u2014:""], ""total"": """", ""payment_method"": """"}",2025-04-07 15:08:14.194059
